Name	Length	CAI	%G+C	%G+C(1)	%G+C(2)	%G+C(3)	Nc
b3452	888	0.742	55.9	53.7	39.9	74	42.3
b3453	1317	0.763	53.7	54.4	41	65.6	40.5
b3454	714	0.732	56.7	63.4	38.2	68.5	43.8
b3455	768	0.763	55.2	61.7	37.5	66.4	44.3
b3456	1278	0.741	56.6	59.2	41.3	69.2	40.2
b3457	927	0.778	56.2	54.7	42.1	71.8	37.2
b3458	1110	0.743	54.1	60	41.6	60.8	43.4
b3459	384	0.705	56.5	62.5	43	64.1	48.5
b3460	1104	0.772	54.4	61.1	39.7	62.5	37.2
b3461	855	0.761	54.2	63.2	36.8	62.5	39.3
b3462	1059	0.756	53.1	59.5	40.2	59.5	44.2
b3463	669	0.726	56.4	64.6	39.9	64.6	45.7
b3464	1494	0.741	53.5	69.3	35.5	55.6	43.2
b3465	597	0.716	53.9	63.3	44.2	54.3	49.4
b3466	270	0.76	45.6	50	27.8	58.9	44.1
b3467	360	0.692	51.1	59.2	39.2	55	50.3
b3468	627	0.712	56.6	56.9	45.5	67.5	44.3
b3469	2199	0.731	58.3	65.6	47.5	61.7	46.1
b3470	246	0.737	53.7	59.8	43.9	57.3	39.6
b3471	666	0.734	50.8	48.2	39.2	64.9	49.9
b3472	558	0.742	52.2	60.2	36	60.2	46.7
b3473	1218	0.698	56.7	58.6	47.3	64.3	50
b3474	1050	0.683	51.4	56.6	35.7	62	48.4
b3475	588	0.689	56.5	61.2	47.4	60.7	46.9
b3476	1575	0.755	53.3	59	40.2	60.8	43.1
b3477	945	0.784	58.4	61.9	41.3	72.1	41.1
b3478	834	0.783	60.9	64	43.5	75.2	35.9
b3479	765	0.749	59.2	65.9	44.3	67.5	42.1
b3480	807	0.73	56.3	65.8	39	63.9	41.2
b3481	402	0.757	57.2	67.9	34.3	69.4	40.4
b3482	4236	0.699	58.8	62	47.5	66.9	43.2
b3483	384	0.645	33.3	39.8	31.2	28.9	49.6
b3484	1137	0.646	41.5	49.3	34.6	40.6	57.8
b3485	1125	0.745	54.7	54.7	40.3	69.1	42.6
b3486	2736	0.709	56.7	61.6	42	66.6	44.7
b3487	1068	0.7	58.2	70.8	45.5	58.4	43.5
b3488	1623	0.624	37.5	43.6	35.5	33.3	53.8
b3491	1053	0.659	47.1	47.3	43.9	50.1	57.9
b3492	1203	0.711	55.1	60.3	42.1	62.8	49.6
b3493	1500	0.728	54.1	55.4	43	63.8	43.5
b3494	336	0.735	47	54.5	37.5	49.1	40
b3495	435	0.717	49.2	60	31	56.6	43.5
b3496	1470	0.702	51.8	53.3	37.1	65.1	50.2
b3497	753	0.728	58.2	70.5	43	61	46.4
b3498	2043	0.772	54.7	62.8	38.3	63	40.2
b3499	843	0.761	54.4	63	38.1	62.3	39.6
b3500	1353	0.792	53.8	59	40.6	61.9	40.1
b4613	84	0.72	46.4	64.3	21.4	53.6	59.2
b3501	354	0.659	50.8	56.8	39	56.8	59.2
b3502	1290	0.725	54	57.7	42.1	62.1	40.8
b3503	426	0.767	51.9	60.6	37.3	57.7	40.4
b3505	1017	0.707	54.7	55.8	37.5	70.8	43
b3506	567	0.725	45.9	52.4	36	49.2	55.5
b3507	531	0.686	39.7	45.2	26	48	61
b3508	648	0.692	45.5	53.7	35.6	47.2	53.3
b3509	327	0.759	40.1	45	35.8	39.4	47.8
b3510	333	0.721	42.9	59.5	33.3	36	38.6
b3511	573	0.7	46.6	48.2	37.2	54.5	41.5
b3512	528	0.721	33	36.4	22.7	39.8	60.4
b3513	1158	0.734	54.6	58.3	42.7	62.7	46.1
b3514	3114	0.726	53	57	40.7	61.4	46.8
b3515	729	0.694	41.8	44.4	36.6	44.4	59.8
b3516	825	0.637	41	50.2	35.3	37.5	54.2
b3517	1401	0.768	54	60	40	61.9	41.1
b3518	1398	0.738	48.4	57.5	39.9	47.9	47.9
b3519	1650	0.75	53.9	61.6	39.5	60.7	44.7
b3520	603	0.707	47.8	51.7	37.3	54.2	45.1
b3521	900	0.688	53.3	63.3	41.3	55.3	49
b3522	1014	0.747	52.7	52.4	41.1	64.5	44.2
b3523	1323	0.718	55.6	58	44.4	64.4	44.4
b3524	2061	0.694	53.2	60.7	41.8	57.2	46.8
b3525	768	0.679	52.7	60.5	39.8	57.8	50.1
b3526	930	0.772	57.1	61.3	43.2	66.8	38.7
b3527	1497	0.722	53.4	61.7	41.7	56.9	48.3
b3528	1287	0.711	51.7	56.4	37.3	61.3	42
b3529	1989	0.735	52.5	61.5	36.5	59.6	46.7
b3530	3474	0.726	57.1	63	45.9	62.5	44
b3531	1107	0.721	54.7	55.6	45	63.7	45.4
b3532	2340	0.755	54.9	59.6	40.5	64.6	42.5
b3533	2619	0.733	55.4	58.2	40.9	67	43.2
b3535	189	0.742	46	57.1	33.3	47.6	54.8
b3536	1572	0.7	48.9	56.5	39.3	50.8	50.9
b3537	192	0.746	48.4	46.9	45.3	53.1	46.3
b3538	1680	0.714	52.7	55	42.3	60.7	48.8
b4453	108	0.648	52.8	50	38.9	69.4	40.8
b3539	1272	0.713	45.4	47.2	34.9	54.2	51.9
b3540	1005	0.74	56.1	65.1	37.6	65.7	45
b3541	984	0.769	56.7	64.9	40.5	64.6	42.6
b3542	903	0.779	59	64.5	40.2	72.4	38.2
b3543	1020	0.726	56.5	60.6	39.4	69.4	44.9
b3544	1608	0.775	51.6	56.9	36.6	61.2	37.7
b3546	1692	0.754	50.4	54.4	39.2	57.6	44.1
b3547	1209	0.758	51.2	52.9	41.9	58.8	44.8
b3548	699	0.69	50.2	51.1	44.6	54.9	50.8
b3549	564	0.704	49.8	55.9	39.9	53.7	57.5
b3550	441	0.672	52.2	61.2	38.1	57.1	48.6
b3551	2334	0.728	54.4	61.6	45.6	56	47.2
b3552	660	0.756	57.9	60.5	52.3	60.9	41.7
b3553	975	0.71	52	62.2	38.5	55.4	50.3
b3554	711	0.728	50.5	60.8	41.4	49.4	44.5
b3555	291	0.705	44	47.4	35.1	49.5	52.1
b3556	213	0.727	48.4	49.3	40.8	54.9	29.1
b4455	153	0.749	35.3	33.3	29.4	43.1	38
b3557	522	0.608	46.2	56.9	39.7	42	59.9
b3558	852	0.624	42.8	51.1	33.5	44	52.7
b3559	2070	0.777	55.4	67.1	38.4	60.7	37.3
b3560	912	0.782	56.1	60.5	38.2	69.7	38.7
b4553	300	0.71	47.7	54	36	53	50.5
b3561	996	0.716	46.8	46.1	37.7	56.6	52.8
b3562	438	0.682	41.1	45.9	37	40.4	51.7
b3563	342	0.672	41.5	45.6	36	43	43.7
b3564	1455	0.659	54.8	65.2	45.2	54	51.8
b3565	1323	0.777	50.9	60.8	36.7	55.1	43.8
b3566	993	0.706	44	55.6	32.9	43.5	54.1
b3567	1542	0.701	47.1	57.4	35	48.8	52.5
b3568	1182	0.675	53.9	54.3	49.5	57.9	49.1
b3569	1179	0.698	48.8	60.3	36.1	49.9	50.4
b3570	825	0.662	48.2	44.4	45.8	54.5	57
b3571	2031	0.702	52.8	57.3	43.6	57.6	51.1
b3572	1254	0.718	52.2	57.7	38.5	60.3	45.5
b3573	474	0.702	53.6	57	49.4	54.4	57.8
b3574	849	0.726	52.2	55.5	41.3	59.7	48
b3575	999	0.741	53.1	56.8	43.2	59.2	47.2
b3576	468	0.716	45.3	55.1	34.6	46.2	55.4
b3577	474	0.655	44.1	48.7	39.2	44.3	51.3
b3578	1278	0.717	50.9	54	40.8	57.7	49.6
b3579	987	0.752	51.2	57.8	37.7	58.1	42.3
b3580	1497	0.715	57.4	62.1	44.7	65.5	44
b3581	663	0.685	59.4	69.2	47.1	62	48.6
b3582	861	0.725	55.7	62	42.5	62.7	45.2
b3583	696	0.727	57.3	64.2	41.8	65.9	49.2
b3584	741	0.709	48.7	53	43.7	49.4	44.4
b3585	975	0.684	47.7	56.3	34.5	52.3	51.8
b3586	1137	0.724	50.7	59.6	38.5	53.8	46.5
b3587	324	0.691	46.6	54.6	34.3	50.9	46.1
b3588	1539	0.76	54.8	61	40.5	62.8	42.7
b3589	1152	0.757	50.5	57	43	51.6	43.4
b3590	1845	0.732	56.4	68.9	41.6	58.5	46.6
b3591	1392	0.724	56	64.9	44.4	58.8	48.1
b3592	609	0.739	52.7	61.1	39.4	57.6	45.9
b3593	4134	0.697	59.5	63.1	47.6	67.9	42.8
b3594	843	0.66	33.7	41.6	32.4	27	48
b3596	462	0.658	32.3	35.7	29.9	31.2	42.4
b4615	336	0.55	36.3	41.1	38.4	29.5	47.8
b3597	1137	0.693	52.7	60.7	36.7	60.7	51.8
b3598	363	0.67	51.5	55.4	37.2	62	47.3
b3599	1914	0.735	53.9	60	40.4	61.1	39.5
b3600	1149	0.734	52.4	66.6	37.9	52.7	41.1
b3601	588	0.706	51	63.3	33.2	56.6	49.8
b4554	210	0.622	49	62.9	35.7	48.6	48.9
b3602	363	0.739	51	63.6	32.2	57	40.7
b3603	1656	0.705	55.1	54.5	44.7	66.1	47
b3604	777	0.715	54.1	65.6	41.3	55.2	48.8
b3605	1191	0.75	55.7	64	46.1	56.9	44.2
b3606	474	0.714	55.1	62.7	43	59.5	48.4
b3607	822	0.734	53.5	61.3	42.7	56.6	45.1
b3608	1020	0.726	56.8	66.5	45.6	58.2	48.9
b3609	468	0.769	50.9	59	37.8	55.8	39
b3610	252	0.785	52.4	58.3	41.7	57.1	38.1
b3611	432	0.714	49.5	60.4	36.1	52.1	49.1
b3612	1545	0.752	53.5	63.9	38.4	58.1	37
b3613	1260	0.732	57.1	67.9	44.3	59	46
b3614	960	0.718	52.7	57.8	39.7	60.6	50.1
b3615	1035	0.724	46	49.6	38.8	49.6	50.7
b3616	1026	0.783	51.5	57.3	40.1	57	41.4
b3617	1197	0.771	54.2	64.9	42.6	55.1	39.7
b3618	858	0.648	37.1	42.3	33.2	35.7	51.5
b3619	933	0.782	50.9	55.6	34.4	62.7	37.3
b3620	1047	0.729	53.7	62.5	42.4	56.2	48.7
b3621	960	0.679	51	61.9	42.8	48.4	54.4
b3622	1260	0.577	31.9	36.2	34.3	25.2	51.8
b3623	1074	0.615	31	39.9	29.9	23.2	48.2
b3624	852	0.685	32.5	40.5	31.3	25.7	48.4
b3625	699	0.688	35.3	45.1	25.8	35.2	46.4
b3626	1017	0.647	33.8	45.7	31	24.8	48.1
b3627	1020	0.669	36.2	44.4	31.8	32.4	52.5
b3628	1080	0.686	39.6	49.4	36.1	33.3	54.4
b3629	936	0.622	26.8	33.3	24.4	22.8	40.7
b3630	798	0.647	43.4	51.9	38	40.2	50.4
b3631	1125	0.689	44.8	58.1	38.9	37.3	50
b3632	1035	0.643	44.6	54.5	38.6	40.9	55.7
b3633	1278	0.7	53.9	64.3	43.2	54.2	48.8
b3634	480	0.804	52.7	60.6	36.2	61.3	40.2
b3635	810	0.71	53.8	63	41.1	57.4	45.2
b3636	168	0.715	40.5	46.4	32.1	42.9	29.8
b3637	237	0.716	53.2	59.5	44.3	55.7	34.7
b3638	669	0.66	48	56.1	36.3	51.6	54.9
b3639	1221	0.677	53.6	64.1	43.7	53.1	50.6
b3640	456	0.719	54.6	65.1	41.4	57.2	41.1
b3641	597	0.753	53.1	61.3	39.7	58.3	50.7
b3642	642	0.763	53.1	61.2	37.4	60.7	44.2
b3643	687	0.727	56.2	64.6	44.5	59.4	45.4
b3644	864	0.739	53.8	66.7	34.4	60.4	43.4
b3645	825	0.638	45.8	58.9	33.5	45.1	52.6
b3646	618	0.713	53.4	62.1	38.8	59.2	46.5
b3647	1683	0.674	52.6	60.6	44	53.1	50.9
b3648	624	0.748	49	59.6	38	49.5	44.3
b3649	276	0.712	53.3	76.1	34.8	48.9	36.4
b3650	2109	0.729	53.7	61.5	38.3	61.5	44.4
b3651	690	0.723	55.4	63.5	42.6	60	46.6
b3652	2082	0.726	57.2	67.3	41.4	63	44.5
b3653	1206	0.743	53.6	55.7	40.8	64.4	42.7
b3654	1392	0.762	54.9	58.8	42.9	62.9	43.5
b3655	1710	0.718	54.2	57.9	44.6	60.2	46.5
b3656	2319	0.729	52	58	40	58.2	47.2
b3657	1383	0.696	49.4	49.9	41.2	57	51.4
b3659	1185	0.623	46.1	49.9	40	48.4	58.6
b3660	924	0.701	48.7	45.5	45.1	55.5	54.9
b3661	819	0.68	47.4	60.8	35.2	46.2	55.2
b4555	294	0.713	42.9	45.9	36.7	45.9	49.3
b3662	1191	0.737	53	50.9	46.3	61.7	45.9
b3663	453	0.691	52.8	63.6	35.8	58.9	57.4
b3664	1335	0.712	48.3	48.8	41.8	54.4	50.4
b3665	1767	0.724	54.6	63.3	41.9	58.6	46.6
b3666	1392	0.754	52.9	52.4	40.5	65.7	41.8
b3667	1320	0.716	55	54.8	46.6	63.6	49.2
b3668	1503	0.722	57.1	61.9	42.7	66.7	47.7
b3669	591	0.724	58.9	69	43.1	64.5	39.7
b3670	291	0.723	48.5	58.8	26.8	59.8	37
b3671	1689	0.762	56.3	62.2	43	63.8	43.6
b3672	99	0.558	58.6	66.7	45.5	63.6	33
b4618	90	0.644	42.2	63.3	13.3	50	49.6
b3673	1185	0.722	57.1	55.4	46.6	69.4	43.5
b3674	498	0.661	53.6	60.2	41.6	59	53.8
b3675	363	0.712	50.4	52.1	38.8	60.3	49.9
b3676	348	0.692	52	55.2	39.7	61.2	52.3
b3677	450	0.671	48	50.7	40.7	52.7	51.8
b3678	1494	0.712	52	58.2	39.6	58.2	47.2
b3679	1716	0.728	53.5	53	39.5	68	45.3
b3680	894	0.67	43.5	49	35.9	45.6	54.3
b3681	639	0.742	53.2	58.7	41.3	59.6	45.7
b3682	486	0.758	50.6	58	37	56.8	46.1
b3683	1107	0.734	52.8	55.3	40.4	62.9	42.7
b3684	717	0.695	51.3	56.9	36.4	60.7	51.1
b3685	1662	0.704	52.9	59.6	38.4	60.6	44.7
b3686	429	0.749	49	57.3	37.1	52.4	41.9
b3687	414	0.779	47.1	60.1	31.2	50	41.1
b3688	333	0.717	53.8	48.6	50.5	62.2	43.7
b3689	1248	0.733	55.2	62.7	44.7	58.2	47.7
b3690	1065	0.715	51.5	53	41.7	59.7	47.2
b3691	1293	0.766	53	54.1	44.3	60.6	42.7
b4478	1149	0.772	52.8	61.6	39.2	57.7	42.3
b4477	618	0.695	59.4	65.5	48.5	64.1	51.5
b3693	879	0.696	54.2	60.1	46.8	55.6	49.1
b4479	690	0.718	55.4	61.7	40	64.3	45.8
b3696	657	0.668	42.9	49.8	36.5	42.5	51.3
b3697	813	0.761	51	59.4	35.1	58.7	40.9
b3698	399	0.692	51.1	63.9	39.1	50.4	45.2
b3699	2415	0.784	55	61.7	37.8	65.5	35.1
b3700	1074	0.684	55	60.1	42.2	62.8	52.1
b3701	1101	0.77	54.2	64	39.2	59.4	40.7
b3702	1404	0.726	54.1	60.7	40	61.5	48.1
b4757	81	0.56	40.7	44.4	40.7	37	26.6
b3703	141	0.694	51.8	61.7	55.3	38.3	43
b3704	360	0.647	55.8	65	45	57.5	61
b4557	258	0.603	54.7	59.3	52.3	52.3	61
b3705	1647	0.773	53.7	54.3	38.1	68.7	37
b3706	1365	0.73	56.3	68.1	42	58.9	45.6
b3707	75	0.754	34.7	32	28	44	37.3
b3708	1416	0.798	50.8	57	38.1	57.4	39.4
b3709	1248	0.714	46.5	43.3	40.1	56	51.5
b3710	1176	0.703	53.1	54.3	46.7	58.2	51.2
b3711	960	0.738	52.2	56.6	37.5	62.5	44.5
b3712	750	0.697	52.3	58.8	43.6	54.4	50.7
b3713	567	0.759	52.7	62.4	37.6	58.2	43.2
b3714	1338	0.723	53.7	55.8	42.6	62.8	43.3
b3715	666	0.715	48	56.8	36.5	50.9	49.5
b3716	468	0.604	43.8	52.6	39.7	39.1	58.8
b3717	588	0.706	44.6	56.6	36.7	40.3	53.9
b3718	723	0.746	49.5	57.7	36.5	54.4	45.3
b3719	1170	0.709	50	58.5	40.8	50.8	48.4
b3720	1617	0.769	45.1	49	39.9	46.6	46.4
b3721	1413	0.706	48.5	55.8	38	51.8	53.9
b3722	1878	0.691	51.2	55	42.8	55.8	52.9
b3723	837	0.701	42.9	53	30.5	45.2	54.1
b3724	726	0.778	52.6	60.3	32.2	65.3	36.5
b3725	774	0.766	52.3	54.3	37.2	65.5	37.7
b3726	891	0.787	56.2	53.9	44.8	70	35.3
b3727	960	0.74	54.7	54.7	41.2	68.1	41.7
b3728	1041	0.754	51.5	56.2	42.9	55.3	36.9
b3729	1830	0.777	53.6	64.9	39	56.7	37.6
b3730	1371	0.765	52.7	64.3	39.4	54.3	40.8
b3731	420	0.724	55.2	65.7	37.1	62.9	41.6
b3732	1383	0.739	54.7	66.4	38.2	59.7	32.2
b3733	864	0.776	53.5	58	37.2	65.3	40
b3734	1542	0.734	53.4	64.4	41.4	54.3	32.4
b3735	534	0.655	51.9	66.9	38.2	50.6	45.7
b3736	471	0.684	52.9	68.2	35.7	54.8	40
b3737	240	0.688	54.2	66.2	36.2	60	32.2
b3738	816	0.738	50.2	52.9	32.7	65.1	45.3
b3739	381	0.636	52.2	59.1	36.2	61.4	51.4
b3740	624	0.716	48.7	64.9	32.2	49	48.8
b3741	1890	0.72	54.4	64.3	42.4	56.5	44.3
b3742	444	0.693	50	60.8	41.2	48	53.3
b3743	459	0.675	49.5	52.3	35.3	60.8	47.1
b3744	993	0.737	56.5	68.9	40.2	60.4	41.1
b3745	1452	0.705	52.8	63.6	39	55.6	48.7
b3746	1497	0.736	49.7	61.9	37.5	49.7	45.6
b3747	1869	0.702	51.4	53.5	39.8	61	50.6
b3748	420	0.7	47.6	55.7	37.9	49.3	48.9
b3749	1506	0.758	51.2	59.6	36.9	57.2	42.1
b3750	966	0.708	53.4	55.9	42.5	61.8	48.7
b3751	891	0.738	52.9	64.6	37	56.9	43.1
b3752	930	0.692	51.9	65.5	45.5	44.8	49.3
b3753	993	0.712	50.7	60.7	40.8	50.5	47.1
b3754	1428	0.64	49.1	50.8	44.3	52.1	54
b3755	693	0.686	49.4	56.7	39	52.4	57
b4480	840	0.672	48.5	57.9	40.4	47.1	51.8
b3764	339	0.683	48.1	60.2	40.7	43.4	47.5
b3765	1521	0.634	50.9	62.5	44	46.2	53.3
b3766	99	0.511	53.5	63.6	45.5	51.5	38.3
b4669	51	0.731	37.3	5.9	47.1	58.8	30
b3769	264	0.712	49.2	55.7	39.8	52.3	39.2
b3770	930	0.769	54.9	61.3	42.9	60.6	41.2
b3771	1851	0.756	56.3	62.2	44.6	62.2	40.2
b3772	1545	0.769	58.8	67.4	40.2	68.7	39.7
b3773	894	0.77	57.6	65.1	41.6	66.1	41.3
b3774	1476	0.791	53.8	61.8	38.2	61.4	36.7
b3775	282	0.734	51.8	61.7	35.1	58.5	35.8
b3778	2022	0.736	53.5	59.6	37.1	63.6	43.7
b3779	1485	0.734	53.7	65.3	40.4	55.4	42.9
b3780	1266	0.751	52.5	63	41.5	53.1	42.8
b3781	330	0.735	50.9	58.2	36.4	58.2	38.4
b3782	102	0.645	49	41.2	61.8	44.1	29.5
b3783	1260	0.738	50.3	59.3	36.4	55.2	38.3
b3784	1104	0.688	49.5	51.9	40.2	56.2	51.7
b3785	1047	0.719	52.7	59	41.5	57.6	44.1
b3786	1131	0.703	52.6	61.3	38.7	57.8	50.1
b3787	1263	0.725	53.8	63.2	40.6	57.5	47.6
b3788	1068	0.762	53.7	59.8	41.9	59.6	41.8
b3789	882	0.753	55.1	60.5	40.1	64.6	43.7
b3790	675	0.699	55.6	62.2	52	52.4	50.5
b3791	1131	0.797	54.4	57.6	40.8	64.7	39.9
b3792	1251	0.729	53.6	56.1	42.7	62.1	48.1
b4481	1080	0.709	52.9	60.3	38.9	59.4	51
b3793	1353	0.743	52.4	50.6	37.5	69.2	41.5
b3794	741	0.724	53.2	62.3	40.1	57.1	50
b3795	1386	0.737	53.5	53.2	41.8	65.4	42.1
b3800	1236	0.717	52.7	62.1	38.3	57.5	48.4
b3801	1656	0.726	53.2	59.1	40.9	59.6	44.3
b3802	1197	0.755	55	68.4	38.1	58.4	45.1
b3803	1182	0.708	53.4	62.7	41.4	56.1	47.8
b3804	741	0.628	52.9	66.8	41.7	50.2	56.2
b3805	942	0.72	56.2	70.1	43.9	54.5	47.8
b3806	2547	0.748	51.9	58.4	37.3	60.1	46.3
b3807	321	0.814	53.9	59.8	36.4	65.4	35.4
b3808	486	0.662	49.8	53.7	43.8	51.9	50.6
b4558	204	0.691	52.5	55.9	45.6	55.9	44.8
b3809	825	0.737	55.2	67.6	40.7	57.1	45.7
b3810	708	0.71	55.8	69.5	39.4	58.5	48.1
b3811	897	0.718	54	65.2	38.5	58.2	44.5
b3812	717	0.726	55.8	61.9	42.3	63.2	45.5
b3813	2163	0.755	57.7	64.4	39.4	69.3	42
b4482	765	0.712	47.8	54.9	36.9	51.8	47.3
b3816	951	0.738	52.7	62.5	33.1	62.5	44.7
b3817	381	0.63	34.9	41.7	34.6	28.3	49.2
b3818	381	0.62	32.8	33.1	33.9	31.5	47.2
b3819	891	0.74	50.6	51.2	38.7	62	47.9
b3820	468	0.717	53.2	61.5	42.3	55.8	39
b3821	870	0.748	51.3	52.4	39.7	61.7	46.7
b3822	1830	0.772	55.1	63.9	38.2	63.3	41.3
b3823	621	0.744	52.5	55.6	43	58.9	46.7
b3824	621	0.699	52.2	53.6	43	59.9	48.7
b3825	1023	0.691	53.8	64.8	43.1	53.4	54.7
b3826	801	0.786	51.6	60.3	35.6	58.8	44.3
b3827	900	0.759	55.6	58	40.7	68	43.7
b3828	954	0.713	56.3	64.8	43.1	61	46.6
b3829	2262	0.748	56.2	65.3	41.1	62.3	42.9
b3830	816	0.7	54.5	63.6	45.6	54.4	48.3
b3831	762	0.725	54.1	62.6	45.7	53.9	41.7
b3832	1428	0.74	53.1	64.7	34.9	59.7	43.9
b3833	756	0.757	52.1	58.7	37.3	60.3	44.1
b3834	606	0.734	55.8	67.8	42.6	56.9	43.2
b3835	1641	0.709	50	59	36.4	54.5	52.1
b3836	270	0.721	45.6	53.3	34.4	48.9	61
b3838	516	0.685	55.4	64.5	43	58.7	51.1
b3839	777	0.754	51.6	55.6	35.9	63.3	46.3
b4483	783	0.705	54.3	64	44.4	54.4	50.4
b3842	489	0.691	49.7	56.4	37.4	55.2	52
b3843	1494	0.744	53.8	61.8	41	58.6	45.2
b3844	702	0.732	52.8	61.5	41.5	55.6	48.5
b3845	1164	0.758	57.7	66	46.6	60.6	39.1
b3846	2190	0.77	55.2	64.4	38.9	62.3	39.2
b3847	1332	0.79	53.7	61.3	36.3	63.5	38.7
b3848	615	0.719	55.6	63.4	43.9	59.5	51.7
b3849	1452	0.709	53.1	53.7	43	62.6	44.8
b3850	546	0.755	51.8	54.9	40.7	59.9	48.7
b3856	528	0.633	48.7	61.9	36.4	47.7	54.2
b3857	585	0.676	50.1	66.7	39	44.6	50.2
b3858	270	0.771	46.3	61.1	26.7	51.1	38.1
b3859	987	0.651	48.6	61.7	36.8	47.4	48.1
b3860	627	0.797	48	58.4	33.5	52.2	36.8
b3861	1431	0.696	41.6	51.2	34	39.8	51.8
b3862	933	0.681	45.1	50.8	34.1	50.5	53.8
b3863	2787	0.732	52	63.1	37.6	55.2	43.2
b3865	633	0.74	51.7	61.6	36.5	56.9	45.2
b3866	510	0.739	52.4	65.3	42.4	49.4	42
b3867	1374	0.763	53.1	61.1	34.1	64.2	43.6
b4686	111	0.673	51.4	56.8	48.6	48.6	52.4
b3868	1410	0.718	57	68.5	42.1	60.2	46.4
b3869	1050	0.73	55.2	64.6	38.9	62.3	45.5
b3870	1410	0.759	52.9	61.1	39.4	58.3	36.8
b3871	1824	0.752	53.5	64.6	36.3	59.4	34
b3872	711	0.669	49.1	55.3	39.2	52.7	59.2
b3873	981	0.707	43.9	58.1	31.8	41.9	52.6
b3874	1266	0.706	45	45	38.9	51.2	52.8
b3875	693	0.735	40.8	43.3	33.3	45.9	56
b3876	1404	0.708	45	45.1	40.2	49.8	52
b3877	1386	0.74	52.4	51.1	40.7	65.4	44.4
b3878	2037	0.754	53.5	56.1	40.2	64.2	43.2
b3879	927	0.721	48.2	55	40.1	49.5	54.3
b3880	1242	0.764	53.3	59.2	40.8	59.9	41.8
b3881	879	0.706	53.8	65.2	39.2	57	48.6
b3882	897	0.712	55.3	61.9	43.8	60.2	44.9
b3883	897	0.709	55.6	63.5	47.2	56.2	52.9
b3884	786	0.686	52.4	61.5	39.7	56.1	50.5
b3885	600	0.746	50.5	60	34.5	57	45
b3886	873	0.671	50.9	52.2	39.9	60.5	52.4
b3887	438	0.707	55	63.7	41.1	60.3	53.3
b3888	990	0.698	55.1	63.3	41.2	60.6	48.3
b3889	219	0.638	47	63	35.6	42.5	47.5
b3890	219	0.635	46.1	63	32.9	42.5	46.6
b3891	930	0.74	54.6	62.6	39.7	61.6	43.3
b3892	636	0.747	52.5	50.5	39.2	67.9	45.2
b3893	903	0.751	55.5	58.5	42.9	65.1	42.5
b3894	3051	0.75	55.1	55.9	43.9	65.5	42.6
b3895	834	0.673	53.1	64.4	41.7	53.2	54.6
b3896	1056	0.72	45.6	56	36.1	44.9	54.2
b3897	1749	0.712	50	59.2	36.9	54	49.2
b3898	1071	0.746	52.6	59.4	38.7	59.7	45.9
b3899	1452	0.735	55.9	58.9	43.2	65.7	44
b3900	447	0.738	50.1	56.4	37.6	56.4	39.8
b3901	315	0.75	50.8	60	35.2	57.1	47
b3902	825	0.71	55.8	58.2	41.5	67.6	44.9
b3903	1260	0.732	56.1	63.6	41.9	62.9	44.8
b3904	1470	0.714	54.8	60.2	43.3	60.8	46.4
b3905	837	0.709	51.9	63.8	36.2	55.6	48.8
b3906	849	0.72	50.2	59.4	37.5	53.7	48.7
b3907	1035	0.721	51.7	49.3	41.7	64.1	48.9
b3908	621	0.805	53.3	59.4	38.6	61.8	33.6
b3909	984	0.703	52.7	54.9	46.3	57	48.8
b3910	675	0.672	53	59.1	41.3	58.7	55.8
b3911	1374	0.772	54.6	61.6	40.2	62	41.5
b3912	699	0.72	51.4	64.4	34.8	54.9	47.6
b4484	501	0.667	50.1	61.1	38.3	50.9	52.4
b3915	903	0.664	52.2	58.8	42.5	55.1	49.3
b3916	963	0.753	53.5	62	40.8	57.6	34.3
b3917	990	0.738	50.6	57.3	38.5	56.1	47
b3918	756	0.688	48.7	57.5	40.1	48.4	47.8
b3919	768	0.709	52.6	65.2	41.8	50.8	33.9
b3920	600	0.635	49.2	52.5	45	50	50.8
b3921	441	0.701	49.4	53.1	42.2	53.1	44.4
b3922	300	0.71	46.3	49	42	48	58.4
b3923	429	0.721	43.1	51	28	50.3	56.8
b3924	747	0.703	53.5	62.2	40.6	57.8	46.9
b3925	1011	0.775	56.8	65.3	42.4	62.6	40.1
b3926	1509	0.768	54.1	58.6	41.9	61.6	40.8
b3927	846	0.678	50.9	57.1	44.7	51.1	46.8
b3928	246	0.835	48.4	64.6	22	58.5	53.1
b3929	486	0.72	52.3	68.5	36.4	51.9	42
b3930	927	0.684	53.4	60.5	41.4	58.3	50.7
b3931	1332	0.758	52.6	62.8	36	59	39.2
b3932	531	0.753	52.7	62.7	39.5	55.9	42.2
b3933	960	0.67	57.4	67.8	48.4	55.9	50
b3934	1026	0.706	52	61.1	39.2	55.8	51
b3935	2199	0.73	57.5	67.5	43.1	61.8	45.3
b3936	213	0.773	49.3	47.9	40.8	59.2	33.7
b3937	609	0.722	52.4	58.1	37.4	61.6	45.9
b3938	318	0.711	51.9	57.5	37.7	60.4	46.4
b3939	1161	0.764	55	63.8	43.4	57.6	43.8
b3940	2433	0.766	58.3	67.4	42.2	65.4	41.5
b3941	891	0.786	51.9	58.2	40.4	56.9	43.2
b3942	2181	0.765	55.8	62.6	45.3	59.4	39.4
b3943	906	0.721	54.1	53.3	45.7	63.2	47.4
b3944	618	0.711	52.6	60.7	40.8	56.3	50.8
